Time_ms,Cycle,Ax,Ay,Az,Force_kg
3150750,9002,164,9,24383,40.99
3150800,9002,-123,25,10487,40.22
3150850,9002,687,-87,-7646,40.97
3150900,9002,111,-150,-17033,41.35
3150950,9002,-361,63,-20362,41.31
3151000,9002,253,-70,-28,40.79
3151050,9003,329,128,19638,41.46
3151100,9003,137,13,17260,40.67
3151150,9003,-421,-96,7392,41.65
3151200,9003,215,-38,-10316,40.67
3151250,9003,32,-37,-24600,40.45
3151300,9003,-109,-119,-10346,41.38
3151350,9003,247,-128,7480,40.72
3151400,9004,-80,-20,17084,40.53
3151450,9004,-235,-75,19858,40.39
3151500,9004,-198,-262,-264,40.33
3151550,9004,-128,-48,-19734,41.11
3151600,9004,168,37,-16967,41.14
3151650,9004,33,59,-7407,40.65
3151700,9004,-390,-138,10657,41.4
3151750,9005,238,-122,24243,40.52
3151800,9005,159,-201,10823,40.64
3151850,9005,723,-28,-7377,41.16
3151900,9005,120,178,-17155,40.55
3151950,9005,58,17,-19713,40.46
3152000,9005,-30,-172,-216,40.78
3152050,9005,-215,67,19475,40.94
3152100,9006,-116,52,17314,41.12
3152150,9006,-274,27,7813,41.55
3152200,9006,345,19,-10777,40.48
3152250,9006,568,-1,-24737,40.9
3152300,9006,-259,-10,-10698,40.89
3152350,9006,-102,152,7778,40.66
3152400,9006,-61,191,17248,40.9
3152450,9007,181,24,19885,41.37
3152500,9007,203,-98,113,41.84
3152550,9007,-83,87,-19973,41.21
3152600,9007,-200,-90,-17556,41.34
3152650,9007,-171,-4,-7495,40.22
3152700,9007,245,-239,10477,41.1
3152750,9007,246,-64,24429,41.47
3152800,9008,-261,-159,10866,41.3
3152850,9008,22,-122,-7297,41.08
3152900,9008,24,67,-17282,40.76
3152950,9008,-227,109,-20116,40.5
3153000,9008,34,41,-55,41.89
3153050,9008,-440,-5,20061,40.99
3153100,9008,487,-203,17335,40.81
3153150,9009,80,-27,7544,41.24
3153200,9009,139,41,-10695,41.22
3153250,9009,595,-141,-24403,42.08
3153300,9009,-286,-164,-10718,41.27
3153350,9009,-760,-34,7372,41.23
3153400,9009,7,104,17525,41.66
3153450,9009,791,-68,19969,40.67
3153500,9010,-270,25,222,40.88
3153550,9010,-172,-97,-19582,40.76
3153600,9010,41,14,-17272,41.4
3153650,9010,199,-24,-7588,40.86
3153700,9010,125,-4,10593,41.43
3153750,9010,-118,-40,24473,40.72
3153800,9010,530,-86,10247,40.75
3153850,9011,-366,-93,-7661,40.44
3153900,9011,-410,-65,-17092,41.1
3153950,9011,253,-74,-19697,40.96
3154000,9011,-423,162,140,41.63
3154050,9011,39,-81,19903,40.97
3154100,9011,488,-63,17228,41.02
3154150,9011,-588,-2,7337,41.32
3154200,9012,290,-27,-10622,41.29
3154250,9012,-260,-32,-24847,41.24
3154300,9012,-135,109,-10669,41.4
3154350,9012,174,-81,7517,41.63
3154400,9012,-491,-9,17449,40.91
3154450,9012,467,-102,19761,40.79
3154500,9012,27,-15,7,41.08
3154550,9013,-109,-114,-19747,41.01
3154600,9013,-93,1,-17553,40.2
3154650,9013,10,-5,-7508,40.73
3154700,9013,188,-36,10672,41.14
3154750,9013,-237,-63,24787,40.79
3154800,9013,22,11,10447,40.92
3154850,9013,-141,-135,-7766,40.9
3154900,9014,-744,-142,-17230,40.64
3154950,9014,-254,-185,-19650,40.63
3155000,9014,71,-55,183,40.84
3155050,9014,228,7,20030,41.24
3155100,9014,-237,96,17160,41.14
3155150,9014,-89,59,7260,41.01
3155200,9014,-66,28,-10315,40.53
3155250,9015,-323,28,-24408,41.31
3155300,9015,-508,-141,-11076,40.81
3155350,9015,24,3,7689,41.09
3155400,9015,273,47,17168,40.47
3155450,9015,47,-306,20237,41.19
3155500,9015,174,-200,170,40.77
3155550,9015,-204,-73,-19980,41.83
3155600,9016,-351,112,-17327,40.57
3155650,9016,324,-79,-7726,40.58
3155700,9016,-295,24,11037,41.38
3155750,9016,-152,-40,24831,40.86
3155800,9016,-167,-17,11176,40.18
3155850,9016,260,186,-7581,40.38
3155900,9016,-193,14,-17266,41.44
3155950,9017,-215,-237,-19804,41.89
3156000,9017,-137,-34,-46,41.02
3156050,9017,229,14,19710,40.31
3156100,9017,616,48,16903,40.6
3156150,9017,241,49,7565,41.59
3156200,9017,70,-157,-10373,41.1
3156250,9017,442,-165,-24327,40.72
3156300,9018,341,-20,-10430,40.79
3156350,9018,-29,-15,7459,40.39
3156400,9018,-45,-37,17037,40.66
3156450,9018,180,-127,19728,40.73
3156500,9018,289,-36,-333,40.09
3156550,9018,297,-69,-19898,41.17
3156600,9018,-33,16,-17130,41.35
3156650,9019,-106,-30,-7484,41.24
3156700,9019,84,-170,10733,40.46
3156750,9019,-276,-248,24504,41.29
3156800,9019,-551,35,10617,40.34
3156850,9019,-337,-26,-7791,41.81
3156900,9019,-549,248,-17141,41.24
3156950,9019,-281,-60,-19890,40.5
3157000,9020,137,-171,-176,40.79
3157050,9020,-211,-80,20196,41.05
3157100,9020,219,-156,17449,40.05
3157150,9020,-266,-265,7462,40.85
3157200,9020,515,-158,-10541,40.54
3157250,9020,-449,-154,-24440,40.95
3157300,9020,-46,20,-10592,40.81
3157350,9021,-76,-72,7679,40.74
3157400,9021,265,-186,17529,40.92
3157450,9021,821,-118,20005,40.98
3157500,9021,339,-279,99,41.05
3157550,9021,215,-22,-19851,40.92
3157600,9021,241,-123,-17311,41.49
3157650,9021,-381,28,-7680,40.32
3157700,9022,470,-16,10540,41.09
3157750,9022,-387,-157,24785,40.77
3157800,9022,493,-157,10553,41.51
3157850,9022,-117,-132,-7450,41.28
3157900,9022,234,-98,-17046,41.15
3157950,9022,12,-178,-20150,41.03
3158000,9022,85,-110,117,41.28
3158050,9023,32,13,19489,41.18
3158100,9023,281,-126,17159,40.65
3158150,9023,132,-133,7688,39.98
3158200,9023,-64,-189,-10605,40.54
3158250,9023,146,171,-24793,41.5
3158300,9023,292,-104,-10508,40.53
3158350,9023,-67,-52,7562,41.47
3158400,9024,-227,-153,16998,41.08
3158450,9024,-76,-10,20078,40.95
3158500,9024,-494,-21,147,41.25
3158550,9024,-300,5,-19579,40.9
3158600,9024,417,62,-17120,41.2
3158650,9024,-358,4,-7466,40.62
3158700,9024,47,-142,10733,40.44
3158750,9025,-376,-108,24766,40.28
3158800,9025,-5,174,10008,40.76
3158850,9025,70,37,-7795,40.81
3158900,9025,216,-174,-17151,41.1
3158950,9025,-58,-44,-20078,41.65
3159000,9025,-102,-30,200,41.5
3159050,9025,149,-104,20065,41.19
3159100,9026,69,-51,17450,40.52
3159150,9026,-738,63,7896,41.37
3159200,9026,-254,-63,-10781,41.36
3159250,9026,323,123,-24621,41.21
3159300,9026,-177,-183,-10662,40.84
3159350,9026,362,20,7255,40.76
3159400,9026,156,19,17004,40.96
3159450,9027,103,-129,19653,40.93
3159500,9027,-474,-95,165,41.84
3159550,9027,607,84,-19768,40.72
3159600,9027,69,-127,-17494,40.72
3159650,9027,-620,-217,-7799,40.61
3159700,9027,198,-168,10894,40.86
3159750,9027,105,-268,24667,40.27
3159800,9028,85,-44,10890,40.61
3159850,9028,174,12,-7644,41.23
3159900,9028,33,-176,-17195,41.43
3159950,9028,-388,-251,-20010,41.02
3160000,9028,-168,-91,-444,40.58
3160050,9028,133,-180,19807,41.37
3160100,9028,-313,-163,17493,40.36
3160150,9029,-513,-116,7447,40.59
3160200,9029,42,-134,-10604,40.65
3160250,9029,-54,-268,-24838,40.99
3160300,9029,167,-71,-10341,40.38
3160350,9029,117,-32,7388,41.06
3160400,9029,-95,6,17353,41.67
3160450,9029,-548,-172,19930,40.94
3160500,9030,-166,-25,93,40.71
3160550,9030,153,-69,-20080,41.26
3160600,9030,220,-103,-17293,40.55
3160650,9030,291,-100,-7222,40.88
3160700,9030,0,-78,10842,41.56
3160750,9030,-272,13,24641,40.59
3160800,9030,242,37,10826,40.84
3160850,9031,781,-133,-7595,41.32
3160900,9031,-223,-170,-17423,41.41
3160950,9031,-224,-174,-19691,41.56
3161000,9031,431,-114,192,41.64
3161050,9031,133,93,20002,40.94
3161100,9031,-260,59,17273,41.16
3161150,9031,58,-159,7459,40.83
3161200,9032,36,-128,-10666,41.4
3161250,9032,139,-142,-24637,41.59
3161300,9032,-312,19,-10562,41.12
3161350,9032,-163,-124,7610,40.82
3161400,9032,-231,-127,17227,40.66
3161450,9032,447,-109,19720,40.65
3161500,9032,106,-296,-22,40.84
3161550,9033,-606,-161,-19809,41.6
3161600,9033,-226,25,-17123,41.05
3161650,9033,-238,-210,-7544,40.35
3161700,9033,-132,172,10518,40.69
3161750,9033,-271,81,24702,40.7
3161800,9033,224,-4,10474,41.07
3161850,9033,-113,-124,-7600,40.45
3161900,9034,-294,-13,-17191,40.58
3161950,9034,444,137,-19549,40.84
3162000,9034,82,-167,92,40.57
3162050,9034,-288,-166,19805,40.68
3162100,9034,-49,-75,17320,41.78
3162150,9034,27,-198,7714,41.08
3162200,9034,236,59,-11017,40.11
3162250,9035,294,34,-24614,40.74
3162300,9035,-539,-90,-10711,40.69
3162350,9035,-123,61,7717,41.14
3162400,9035,-160,-41,17210,40.47
3162450,9035,198,77,19716,41.44
3162500,9035,-46,-16,53,41.25
3162550,9035,-329,-60,-20154,40.74
3162600,9036,-206,-50,-16908,41.09
3162650,9036,-273,-176,-7707,40.81
3162700,9036,-21,37,10402,41.44
3162750,9036,-356,-54,24136,40.26
3162800,9036,-124,-50,10594,40.35
3162850,9036,66,-204,-7608,41.63
3162900,9036,1135,120,-17115,40.72
3162950,9037,4,31,-19795,40.36
3163000,9037,-112,-134,92,41.26
3163050,9037,-271,-12,19965,41.63
3163100,9037,-61,56,17392,40.67
3163150,9037,148,15,7530,41.62
3163200,9037,-596,-205,-10683,41.36
3163250,9037,7,-25,-24618,40.78
3163300,9038,-22,105,-10485,40.64
3163350,9038,-21,-8,7583,40.74
3163400,9038,-29,-177,16968,40.44
3163450,9038,184,3,19851,40.96
3163500,9038,350,-330,-118,41.44
3163550,9038,469,-153,-19938,41.14
3163600,9038,-425,18,-17243,40.91
3163650,9039,-80,-180,-7224,40.71
3163700,9039,-266,-221,10650,40.41
3163750,9039,440,-70,24659,41.06
3163800,9039,159,-55,10345,40.2
3163850,9039,311,15,-7373,40.68
3163900,9039,-428,-219,-17448,41.58
3163950,9039,-215,7,-19633,40.81
3164000,9040,-582,-178,-157,40.7
3164050,9040,-398,-57,19976,41.12
3164100,9040,-173,-137,17324,40.72
3164150,9040,241,-20,7369,40.95
3164200,9040,493,28,-10618,40.52
3164250,9040,-84,-27,-24732,40.75
3164300,9040,215,-81,-10678,40.74
3164350,9041,256,131,7490,40.59
3164400,9041,-524,24,17284,41.07
3164450,9041,329,-301,19892,41.16
3164500,9041,-488,27,356,41.63
3164550,9041,139,-160,-20196,40.79
3164600,9041,234,-146,-17278,41.47
3164650,9041,107,-111,-7736,40.67
3164700,9042,512,-4,10741,40.77
3164750,9042,-112,-167,24485,40.94
3164800,9042,586,-295,11085,40.48
3164850,9042,67,-76,-7533,41.52
3164900,9042,-173,-227,-17396,40.87
3164950,9042,217,89,-19665,41.49
3165000,9042,-280,66,8,40.82
3165050,9043,69,118,20198,41.86
3165100,9043,86,-148,17023,41.13
3165150,9043,-311,-220,7786,40.98
3165200,9043,77,-21,-10316,40.71
3165250,9043,-60,71,-24313,40.66
3165300,9043,464,11,-10418,40.91
3165350,9043,520,-54,7079,40.99
3165400,9044,159,182,17313,40.97
3165450,9044,656,-237,19769,41.84
3165500,9044,662,-98,-247,40.87
3165550,9044,414,-71,-19971,41.19
3165600,9044,99,-115,-17458,40.96
3165650,9044,276,-96,-7548,40.96
3165700,9044,-78,-72,10804,41.12
3165750,9045,70,-7,24588,41.03
3165800,9045,388,-30,10615,41.42
3165850,9045,-466,8,-7760,40.65
3165900,9045,-180,-106,-17363,40.93
3165950,9045,-256,-99,-19652,40.78
3166000,9045,-74,-37,186,40.62
3166050,9045,134,-131,19707,40.73
3166100,9046,298,-126,17206,40.75
3166150,9046,-207,67,7608,40.39
3166200,9046,283,-137,-10794,41.34
3166250,9046,-112,-249,-24784,40.31
3166300,9046,-286,-138,-10574,41.33
3166350,9046,370,-141,7653,40.55
3166400,9046,-9,-9,17463,40.55
3166450,9047,-260,-110,19603,40.94
3166500,9047,-103,39,191,41.3
3166550,9047,-461,-273,-19681,41.41
3166600,9047,-150,-86,-17460,41.16
3166650,9047,-45,22,-8013,40.46
3166700,9047,-24,-42,10682,41.4
3166750,9047,323,-55,24453,41.43
3166800,9048,-418,-190,10617,40.46
3166850,9048,313,-102,-7690,41.24
3166900,9048,112,-216,-17126,40.59
3166950,9048,315,-138,-20076,40.74
3167000,9048,-711,14,256,41.26
3167050,9048,397,68,19684,40.19
3167100,9048,-368,-191,17210,39.95
3167150,9049,139,-36,7508,41.64
3167200,9049,-53,-15,-10729,40.51
3167250,9049,-612,-198,-24347,41.06
3167300,9049,-425,-50,-10712,40.64
3167350,9049,500,-37,7815,40.94
3167400,9049,148,-128,17025,41.3
3167450,9049,261,-51,20034,41.57
3167500,9050,-461,-25,-262,41.54
3167550,9050,-319,-48,-19864,41.31
3167600,9050,-82,123,-17491,41.2
3167650,9050,-297,-129,-7640,40.85
3167700,9050,-61,14,10693,41.2
3167750,9050,39,-63,24281,40.79
3167800,9050,646,-56,10573,40.62
3167850,9051,81,-2,-7444,40.45
3167900,9051,27,39,-17429,40.91
3167950,9051,-274,-85,-19972,41.83
3168000,9051,-260,-66,-48,41.21
3168050,9051,493,117,19896,40.38
3168100,9051,408,49,17565,41.23
3168150,9051,-81,13,7338,40.61
3168200,9052,539,-293,-10553,41.14
3168250,9052,65,-49,-24146,41.04
3168300,9052,-444,-40,-10892,40.91
3168350,9052,94,-128,7569,40.94
3168400,9052,209,-41,17431,41.63
3168450,9052,-58,-44,19634,40.54
3168500,9052,46,-47,113,40.27
3168550,9053,609,-105,-19578,40.48
3168600,9053,419,-70,-17164,40.58
3168650,9053,-754,-5,-7292,40.19
3168700,9053,-97,-144,10464,41.4
3168750,9053,-8,-215,24705,40.81
3168800,9053,-189,23,10755,40.79
3168850,9053,450,16,-7477,40.6
3168900,9054,404,-132,-17148,41.13
3168950,9054,-143,121,-19643,41.41
3169000,9054,57,-137,157,40.9
3169050,9054,260,-190,19774,41.52
3169100,9054,-161,11,17262,40.39
3169150,9054,-311,-67,7892,41.22
3169200,9054,-84,-152,-10524,41.29
3169250,9055,153,108,-24242,41.02
3169300,9055,-86,294,-10462,40.94
3169350,9055,535,54,7464,41.54
3169400,9055,53,-140,17531,41.53
3169450,9055,-4,-68,19774,41.21
3169500,9055,238,-87,-440,40.64
3169550,9055,100,70,-19605,40.95
3169600,9056,-293,86,-17421,40.99
3169650,9056,145,-56,-7330,41.14
3169700,9056,449,88,10431,40.47
3169750,9056,-229,-131,24574,40.95
3169800,9056,-142,3,10643,41.3
3169850,9056,-616,-92,-7304,41.38
3169900,9056,18,44,-17317,41.07
3169950,9057,-443,-86,-19770,40.38
3170000,9057,412,0,121,41.2
3170050,9057,470,-277,19887,40.47
3170100,9057,-37,-41,17463,40.8
3170150,9057,124,-302,7670,40.5
3170200,9057,193,-100,-10542,40.96
3170250,9057,490,-169,-24375,40.7
3170300,9058,-155,-116,-10944,40.28
3170350,9058,-96,-163,7515,41.29
3170400,9058,21,-52,17254,40.92
3170450,9058,-47,-87,19578,40.61
3170500,9058,227,-256,-88,40.44
3170550,9058,485,-171,-19778,41.27
3170600,9058,-40,-280,-17485,41.24
3170650,9059,229,-124,-7653,40.96
3170700,9059,123,-14,10579,40.95
3170750,9059,157,-59,24466,41.15
3170800,9059,-292,-211,10463,41.31
3170850,9059,-117,-225,-7606,41.27
3170900,9059,287,-207,-17561,40.81
3170950,9059,-109,67,-19983,41.72
3171000,9060,-409,69,-178,41.1
3171050,9060,420,-92,19956,41.39
3171100,9060,185,156,17339,40.03
3171150,9060,-282,-100,7530,40.85
3171200,9060,-89,-208,-10856,40.8
3171250,9060,368,-87,-24496,40.95
3171300,9060,-160,167,-10411,40.9
3171350,9061,339,-15,7288,40.42
3171400,9061,201,-122,17217,40.77
3171450,9061,132,-139,19817,40.54
3171500,9061,-295,118,194,41.21
3171550,9061,-147,82,-19369,40.54
3171600,9061,343,92,-17289,40.62
3171650,9061,-77,-126,-7652,40.89
3171700,9062,-204,-72,10761,41.54
3171750,9062,2,-157,24538,41.38
3171800,9062,93,165,10675,40.8
3171850,9062,302,-93,-7500,41.02
3171900,9062,-621,2,-17652,40.68
3171950,9062,-413,-92,-19815,40.3
3172000,9062,-65,19,413,40.96
3172050,9063,285,113,19943,41.35
3172100,9063,-171,-3,17433,40.58
3172150,9063,-14,-97,7317,41.18
3172200,9063,338,56,-10784,41.15
3172250,9063,41,-174,-24719,41.01
3172300,9063,482,36,-11195,40.73
3172350,9063,22,-143,7680,40.22
3172400,9064,10,-117,17320,41.1
3172450,9064,570,-18,19645,40.79
3172500,9064,-97,-171,-179,41.5
3172550,9064,-371,29,-20098,41.07
3172600,9064,-152,-55,-17197,41.43
3172650,9064,-179,-35,-7384,40.65
3172700,9064,-159,-81,10823,41.06
3172750,9065,-137,-89,24781,40.96
3172800,9065,317,89,10211,41.37
3172850,9065,448,1,-7612,40.27
3172900,9065,46,-82,-17183,40.67
3172950,9065,-135,-80,-19793,40.92
3173000,9065,467,-183,27,40.54
3173050,9065,-74,61,19876,40.46
3173100,9066,-47,85,17509,41.1
3173150,9066,103,-64,7542,41.83
3173200,9066,-117,42,-10093,41.79
3173250,9066,474,-165,-24569,40.76
3173300,9066,580,-104,-10497,40.5
3173350,9066,-373,-201,7751,40.91
3173400,9066,-569,-39,17365,40.8
3173450,9067,70,84,19946,40.77
3173500,9067,424,35,-465,40.74
3173550,9067,121,39,-19404,40.23
3173600,9067,147,-210,-17354,41.29
3173650,9067,-577,-158,-7619,40.96
3173700,9067,-13,-122,10468,40.67
3173750,9067,448,-45,24932,40.96
3173800,9068,76,114,10478,40.62
3173850,9068,-112,-110,-7579,41.24
3173900,9068,159,-218,-17326,40.01
3173950,9068,-300,-56,-19810,40.77
3174000,9068,292,-4,-279,40.51
3174050,9068,317,94,19385,40.85
3174100,9068,129,-53,17590,40.48
3174150,9069,97,-31,7757,41.55
3174200,9069,-96,0,-10959,41.11
3174250,9069,-328,1,-24354,40.92
3174300,9069,-454,-118,-11013,40.7
3174350,9069,529,-79,7420,41.04
3174400,9069,76,126,17473,40.68
3174450,9069,69,-70,19992,40.4
3174500,9070,-300,87,440,40.24
3174550,9070,396,-77,-19565,40.5
3174600,9070,-505,-110,-17327,41.12
3174650,9070,104,-292,-7442,40.8
3174700,9070,254,-96,10213,40.75
3174750,9070,-20,-109,24277,41.06
3174800,9070,-374,114,10641,41.94
3174850,9071,246,-84,-7248,40.67
3174900,9071,104,-77,-17347,41.75
3174950,9071,504,-138,-20151,40.24
3175000,9071,-140,-11,-138,41.26
3175050,9071,-382,10,20117,40.88
3175100,9071,150,-153,17375,41.31
3175150,9071,32,4,7705,41.12
3175200,9072,117,-98,-11027,41.45
3175250,9072,-198,12,-24187,40.89
3175300,9072,33,-72,-10815,40.7
3175350,9072,500,-68,7855,40.92
3175400,9072,431,73,17327,41.1
3175450,9072,18,-38,19932,40.46
3175500,9072,314,-148,368,41.9
3175550,9073,1040,-26,-19932,40.2
3175600,9073,-48,-134,-16991,41.06
3175650,9073,-95,-163,-7606,40.52
3175700,9073,180,-39,10792,40.52
3175750,9073,-136,-2,24507,40.49
3175800,9073,450,-50,10522,40.53
3175850,9073,-93,-76,-7417,40.65
3175900,9074,454,-175,-17092,41.07
3175950,9074,-121,-138,-19979,41.08
3176000,9074,91,79,-228,41.04
3176050,9074,-532,96,20097,40.97
3176100,9074,-20,17,17675,41.3
3176150,9074,-166,45,7657,41.77
3176200,9074,99,-54,-10443,41.47
3176250,9075,406,-118,-24307,40.97
3176300,9075,-723,-20,-10430,40.32
3176350,9075,408,-184,7518,40.9
3176400,9075,128,25,17288,41.22
3176450,9075,-505,-3,20150,40.12
3176500,9075,-341,-36,221,40.97
3176550,9075,-239,-145,-19665,41.82
3176600,9076,0,11,-17105,40.89
3176650,9076,343,-123,-7628,40.22
3176700,9076,-93,-144,11013,40.38
3176750,9076,26,-157,24636,41.33
3176800,9076,65,-170,10853,41.15
3176850,9076,91,-103,-7807,41.1
3176900,9076,127,160,-17267,41.77
3176950,9077,348,-23,-19438,41.02
3177000,9077,337,54,112,40.69
3177050,9077,234,-39,19917,41.17
3177100,9077,80,-67,17405,40.94
3177150,9077,268,213,7315,40.51
3177200,9077,534,62,-10802,40.61
3177250,9077,27,-113,-24819,41.12
3177300,9078,289,-257,-10398,40.66
3177350,9078,431,11,7270,40.62
3177400,9078,115,-68,17184,41.48
3177450,9078,323,73,19831,40.4
3177500,9078,-175,-73,-282,41.46
3177550,9078,139,-1,-19798,40.8
3177600,9078,-61,-235,-17583,41.0
3177650,9079,333,-113,-7785,41.05
3177700,9079,-427,95,10513,41.23
3177750,9079,-169,29,24438,40.79
3177800,9079,41,-94,10275,41.68
3177850,9079,-62,20,-7379,41.48
3177900,9079,210,-71,-17571,40.78
3177950,9079,405,-9,-20162,41.43
3178000,9080,-92,-120,-95,40.74
3178050,9080,723,-44,19909,40.85
3178100,9080,-109,-176,17580,42.23
3178150,9080,184,-54,7542,40.7
3178200,9080,257,-37,-10805,40.74
3178250,9080,132,-35,-24555,40.71
3178300,9080,-743,93,-10575,41.53
3178350,9081,244,-135,7678,40.62
3178400,9081,-210,36,16885,40.37
3178450,9081,-470,-245,20049,40.65
3178500,9081,-27,166,-117,40.15
3178550,9081,-278,22,-19785,41.53
3178600,9081,336,-47,-17289,40.87
3178650,9081,210,-53,-7773,40.47
3178700,9082,-585,-100,10814,41.09
3178750,9082,-167,103,24473,42.05
3178800,9082,539,72,10604,41.27
3178850,9082,-303,-102,-7759,40.97
3178900,9082,212,14,-17269,41.27
3178950,9082,-356,-108,-20052,40.28
3179000,9082,-244,-142,-49,40.79
3179050,9083,-387,-4,20052,41.14
3179100,9083,-165,-106,17029,41.25
3179150,9083,-138,-80,7404,40.93
3179200,9083,-324,-13,-10435,41.37
3179250,9083,63,-120,-24621,40.91
3179300,9083,-76,34,-10515,40.8
3179350,9083,155,-133,7414,40.8
3179400,9084,-194,-256,17304,40.83
3179450,9084,-357,-74,19796,40.53
3179500,9084,-7,127,-291,41.09
3179550,9084,-424,87,-20085,40.16
3179600,9084,115,34,-16967,41.0
3179650,9084,-206,-15,-7966,40.86
3179700,9084,-39,-5,10856,41.11
3179750,9085,-24,-116,24552,41.74
3179800,9085,-619,-177,10626,41.11
3179850,9085,-192,-133,-7310,40.41
3179900,9085,-417,88,-17406,40.71
3179950,9085,148,26,-19852,41.7
3180000,9085,7,19,145,41.74
3180050,9085,75,-161,19662,40.96
3180100,9086,-12,65,17226,41.14
3180150,9086,-106,-130,7615,41.22
3180200,9086,564,-16,-10704,41.21
3180250,9086,198,72,-24624,40.38
3180300,9086,428,15,-10835,40.64
3180350,9086,-161,-39,7478,40.55
3180400,9086,217,-10,17064,40.58
3180450,9087,240,-52,19772,41.22
3180500,9087,278,-98,-225,40.47
3180550,9087,-101,107,-20000,40.95
3180600,9087,-443,63,-17011,40.81
3180650,9087,-71,-213,-7491,40.11
3180700,9087,266,-130,10827,41.0
3180750,9087,354,64,24734,41.29
3180800,9088,-156,15,10521,40.92
3180850,9088,-50,74,-7635,40.6
3180900,9088,104,-109,-17546,40.37
3180950,9088,271,-263,-19636,40.91
3181000,9088,0,60,-36,40.55
3181050,9088,-166,-130,19983,41.21
3181100,9088,216,-28,17302,40.62
3181150,9089,-78,113,7704,41.19
3181200,9089,615,-84,-11085,40.85
3181250,9089,-227,-25,-24443,40.42
3181300,9089,615,-4,-10561,40.4
3181350,9089,-475,-111,7734,40.61
3181400,9089,-162,-94,17339,40.43
3181450,9089,343,177,19584,41.01
3181500,9090,518,-198,308,40.56
3181550,9090,-457,-19,-19942,40.89
3181600,9090,-55,-80,-17394,40.98
3181650,9090,81,-15,-7469,40.83
3181700,9090,242,-130,10493,41.07
3181750,9090,-27,-43,24652,40.29
3181800,9090,292,-150,10470,40.73
3181850,9091,167,-291,-7991,40.25
3181900,9091,55,-75,-17176,40.76
3181950,9091,-87,15,-19886,40.6
3182000,9091,93,-37,-54,41.56
3182050,9091,147,107,20200,40.65
3182100,9091,308,-52,16964,40.71
3182150,9091,-126,0,7557,41.38
3182200,9092,192,0,-10757,41.02
3182250,9092,296,-66,-24737,40.31
3182300,9092,-118,-93,-10913,40.68
3182350,9092,-334,-66,7672,41.26
3182400,9092,77,-67,17097,41.41
3182450,9092,455,69,19680,40.73
3182500,9092,67,-3,465,41.0
3182550,9093,-341,15,-19799,40.86
3182600,9093,-788,-49,-17702,40.82
3182650,9093,249,-11,-7395,40.88
3182700,9093,638,-14,10731,40.44
3182750,9093,340,8,24621,40.96
3182800,9093,865,-134,10462,40.67
3182850,9093,-275,28,-7798,40.66
3182900,9094,-10,-115,-16880,40.69
3182950,9094,-436,25,-19817,40.66
3183000,9094,-286,-44,-114,41.16
3183050,9094,-205,-114,19692,40.5
3183100,9094,-359,-57,16886,40.88
3183150,9094,-360,-249,7285,40.45
3183200,9094,-512,-115,-10419,40.55
3183250,9095,-169,-36,-24635,40.49
3183300,9095,-178,39,-10812,40.86
3183350,9095,-229,97,7570,41.34
3183400,9095,-59,-143,17383,40.23
3183450,9095,154,-190,19573,41.37
3183500,9095,351,-105,-56,41.89
3183550,9095,-102,0,-20121,40.35
3183600,9096,33,-141,-17496,40.8
3183650,9096,-197,-161,-7671,40.22
3183700,9096,-522,19,10760,40.78
3183750,9096,-133,-81,23990,40.18
3183800,9096,263,-263,10515,40.51
3183850,9096,-139,-140,-7653,41.17
3183900,9096,313,-199,-17189,41.28
3183950,9097,279,-115,-20013,40.64
3184000,9097,344,-147,-47,41.52
3184050,9097,-195,136,19982,40.52
3184100,9097,239,15,17143,41.32
3184150,9097,267,65,7367,40.52
3184200,9097,199,-165,-10418,41.15
3184250,9097,-496,-36,-24346,41.12
3184300,9098,389,22,-10822,40.19
3184350,9098,-114,-10,7201,41.29
3184400,9098,291,39,17455,41.26
3184450,9098,-793,55,19665,40.58
3184500,9098,-149,32,-115,40.45
3184550,9098,-148,-197,-19775,40.66
3184600,9098,770,-176,-17211,41.19
3184650,9099,-61,-16,-7428,40.29
3184700,9099,145,-161,10703,41.26
3184750,9099,-39,43,24716,40.69
3184800,9099,-891,-195,10968,40.95
3184850,9099,-143,94,-7765,40.23
3184900,9099,230,-51,-16896,40.59
3184950,9099,62,-290,-19872,40.32
3185000,9100,746,-62,119,40.66
3185050,9100,-75,3,19779,40.78
3185100,9100,-735,6,17335,41.23
3185150,9100,229,-16,7676,40.5
3185200,9100,425,-85,-10605,41.17
3185250,9100,-39,58,-24630,40.67
3185300,9100,388,-84,-10485,41.91
3185350,9101,450,-85,7579,40.74
3185400,9101,-203,-9,17257,40.59
3185450,9101,-348,-196,20451,40.89
3185500,9101,-263,71,-55,40.66
3185550,9101,-127,59,-19279,40.54
3185600,9101,-236,-257,-17223,41.8
3185650,9101,-32,30,-7348,41.29
3185700,9102,-130,-72,10313,40.48
3185750,9102,17,144,24546,41.42
3185800,9102,-261,-19,10858,40.41
3185850,9102,-426,42,-7575,41.17
3185900,9102,165,-67,-17063,41.13
3185950,9102,-187,-34,-19842,40.04
3186000,9102,295,46,231,40.4
3186050,9103,-628,65,19986,40.81
3186100,9103,-15,1,17485,40.7
3186150,9103,59,54,7634,40.88
3186200,9103,137,-57,-10562,41.17
3186250,9103,-401,-154,-24780,40.96
3186300,9103,19,-80,-10719,40.89
3186350,9103,-18,42,7699,40.76
